State Name,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),School Level,Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Pupil/Teacher Ratio,Full-Time Equivalent (FTE) Teachers,School ID - NCES Assigned,District Entity ID,School Name,District Name,Percent Passing,Subject
Arizona,Santa Cruz County,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Yes under Provision 2,Nogales Unified District (4457),"=""0405530""",373,Elementary,342,191,182,"=""0""","=""0""",369,"=""0""",4,"=""0""","=""0""",19.63,19.00,"=""040553000451""",4457,A J Mitchell Elementary School,Nogales Unified District,29,English Language Arts
Arizona,Santa Cruz County,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Yes under Provision 2,Nogales Unified District (4457),"=""0405530""",373,Elementary,342,191,182,"=""0""","=""0""",369,"=""0""",4,"=""0""","=""0""",19.63,19.00,"=""040553000451""",4457,A J Mitchell Elementary School,Nogales Unified District,23,Mathematics
Arizona,Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",No,Marana Unified District (4404),"=""0404630""",7,High,‡,7,"=""0""","=""0""","=""0""",3,"=""0""",3,"=""0""",1,1.03,6.80,"=""040463000999""",4404,A. C. E.,Marana Unified District,*,English Language Arts
Arizona,Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",No,Marana Unified District (4404),"=""0404630""",7,High,‡,7,"=""0""","=""0""","=""0""",3,"=""0""",3,"=""0""",1,1.03,6.80,"=""040463000999""",4404,A. C. E.,Marana Unified District,*,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0406""",No,Arizona Agribusiness & Equine Center Inc. (4331),"=""0400106""",336,High,–,107,229,1,12,50,12,254,2,5,†,–,"=""040010601892""",4331,AAEC - Paradise Valley,"Arizona Agribusiness & Equine Center, Inc.",58,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0406""",No,Arizona Agribusiness & Equine Center Inc. (4331),"=""0400106""",336,High,–,107,229,1,12,50,12,254,2,5,†,–,"=""040010601892""",4331,AAEC - Paradise Valley,"Arizona Agribusiness & Equine Center, Inc.",62,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,Arizona Agribusiness & Equine Center Inc. (85816),"=""0400417""",492,High,–,220,272,5,3,404,37,39,"=""0""",4,†,–,"=""040041701588""",85816,AAEC - SMCC Campus,"Arizona Agribusiness & Equine Center, Inc.",51,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,Arizona Agribusiness & Equine Center Inc. (85816),"=""0400417""",492,High,–,220,272,5,3,404,37,39,"=""0""",4,†,–,"=""040041701588""",85816,AAEC - SMCC Campus,"Arizona Agribusiness & Equine Center, Inc.",46,Mathematics
Arizona,Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,Prescott Unified District (4466),"=""0406730""",490,Elementary,141,217,273,5,6,67,4,385,"=""0""",23,18.42,26.60,"=""040673001433""",4466,Abia Judd Elementary School,Prescott Unified District,78,English Language Arts
Arizona,Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,Prescott Unified District (4466),"=""0406730""",490,Elementary,141,217,273,5,6,67,4,385,"=""0""",23,18.42,26.60,"=""040673001433""",4466,Abia Judd Elementary School,Prescott Unified District,70,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes under Community Eligibility Option (CEO),Washington Elementary School District (4260),"=""0409060""",610,Elementary,267,290,320,6,40,274,33,224,5,28,18.07,33.75,"=""040906000652""",4260,Abraham Lincoln Traditional School,Washington Elementary School District,66,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes under Community Eligibility Option (CEO),Washington Elementary School District (4260),"=""0409060""",610,Elementary,267,290,320,6,40,274,33,224,5,28,18.07,33.75,"=""040906000652""",4260,Abraham Lincoln Traditional School,Washington Elementary School District,66,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes under Community Eligibility Option (CEO),Washington Elementary School District (4260),"=""0409060""",865,Elementary,647,447,418,15,14,403,50,350,2,31,18.99,45.55,"=""040906000915""",4260,Acacia Elementary School,Washington Elementary School District,60,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes under Community Eligibility Option (CEO),Washington Elementary School District (4260),"=""0409060""",865,Elementary,647,447,418,15,14,403,50,350,2,31,18.99,45.55,"=""040906000915""",4260,Acacia Elementary School,Washington Elementary School District,57,Mathematics
Arizona,Pima County,"=""04019""",2-No,–,"=""0402""",Yes participating without using any Provision or the CEO,Vail Unified District (4413),"=""0408850""",728,Elementary,239,399,329,2,6,265,19,392,2,42,19.11,38.10,"=""040885001510""",4413,Acacia Elementary School,Vail Unified District,67,English Language Arts
Arizona,Pima County,"=""04019""",2-No,–,"=""0402""",Yes participating without using any Provision or the CEO,Vail Unified District (4413),"=""0408850""",728,Elementary,239,399,329,2,6,265,19,392,2,42,19.11,38.10,"=""040885001510""",4413,Acacia Elementary School,Vail Unified District,66,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),Ed Ahead (90506),"=""0400817""",66,Elementary,62,40,26,2,"=""0""",34,16,14,"=""0""","=""0""",†,–,"=""040081703191""",90506,Academy Adventures Midtown,Ed Ahead,*,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),Ed Ahead (90506),"=""0400817""",66,Elementary,62,40,26,2,"=""0""",34,16,14,"=""0""","=""0""",†,–,"=""040081703191""",90506,Academy Adventures Midtown,Ed Ahead,*,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,Academy Del Sol Inc. (90199),"=""0400797""",136,Elementary,124,75,61,2,"=""0""",79,12,38,"=""0""",5,†,–,"=""040079702994""",90199,Academy Del Sol,"Academy Del Sol, Inc.",24,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,Academy Del Sol Inc. (90199),"=""0400797""",136,Elementary,124,75,61,2,"=""0""",79,12,38,"=""0""",5,†,–,"=""040079702994""",90199,Academy Del Sol,"Academy Del Sol, Inc.",21,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Yes participating without using any Provision or the CEO,Academy Del Sol Inc. (90199),"=""0400797""",656,Elementary,491,340,316,12,4,548,9,76,1,6,†,–,"=""040079703230""",90199,Academy Del Sol - Hope,"Academy Del Sol, Inc.",50,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Yes participating without using any Provision or the CEO,Academy Del Sol Inc. (90199),"=""0400797""",656,Elementary,491,340,316,12,4,548,9,76,1,6,†,–,"=""040079703230""",90199,Academy Del Sol - Hope,"Academy Del Sol, Inc.",45,Mathematics
Arizona,Mohave County,"=""04015""",1-Yes,5-Title I schoolwide school,"=""0404""",No,Academy of Building Industries Inc. (85540),"=""0400414""",119,High,–,77,42,3,2,26,2,86,"=""0""","=""0""",†,–,"=""040041402412""",85540,Academy of Building Industries,"Academy of Building Industries, Inc.",*,English Language Arts
Arizona,Mohave County,"=""04015""",1-Yes,5-Title I schoolwide school,"=""0404""",No,Academy of Building Industries Inc. (85540),"=""0400414""",119,High,–,77,42,3,2,26,2,86,"=""0""","=""0""",†,–,"=""040041402412""",85540,Academy of Building Industries,"Academy of Building Industries, Inc.",*,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,Academy of Mathematics and Science Inc. (79961),"=""0400368""",528,Other,310,241,287,11,10,394,20,91,"=""0""",2,†,–,"=""040036802037""",79961,Academy of Math and Science,"Academy of Mathematics and Science, Inc.",68,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,Academy of Mathematics and Science Inc. (79961),"=""0400368""",528,Other,310,241,287,11,10,394,20,91,"=""0""",2,†,–,"=""040036802037""",79961,Academy of Math and Science,"Academy of Mathematics and Science, Inc.",69,Mathematics
ARIZONA,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,Academy of Mathematics and Science Inc. (92768),"=""0400940""",1132,Elementary,961,583,549,2,7,1015,65,34,1,8,†,–,"=""040094003499""",92768,Academy of Math and Science Camelback,"Academy of Mathematics and Science, Inc.",31,English Language Arts
ARIZONA,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,Academy of Mathematics and Science Inc. (92768),"=""0400940""",1132,Elementary,961,583,549,2,7,1015,65,34,1,8,†,–,"=""040094003499""",92768,Academy of Math and Science Camelback,"Academy of Mathematics and Science, Inc.",29,Mathematics
ARIZONA,Maricopa County,"=""04013""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0407""",Yes participating without using any Provision or the CEO,Academy of Mathematics and Science South Inc. (90878),"=""0400891""",948,Elementary,880,476,472,3,1,870,41,25,3,5,†,–,"=""040089103581""",90878,Academy of Math and Science Desert Sky,"Academy of Mathematics and Science South, Inc.",28,English Language Arts
ARIZONA,Maricopa County,"=""04013""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0407""",Yes participating without using any Provision or the CEO,Academy of Mathematics and Science South Inc. (90878),"=""0400891""",948,Elementary,880,476,472,3,1,870,41,25,3,5,†,–,"=""040089103581""",90878,Academy of Math and Science Desert Sky,"Academy of Mathematics and Science South, Inc.",31,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,Academy of Mathematics and Science South Inc. (90878),"=""0400891""",527,Elementary,479,260,267,2,2,484,24,14,"=""0""",1,†,–,"=""040089103399""",90878,Academy of Mathematics and Science South,"Academy of Mathematics and Science South, Inc.",32,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,Academy of Mathematics and Science South Inc. (90878),"=""0400891""",527,Elementary,479,260,267,2,2,484,24,14,"=""0""",1,†,–,"=""040089103399""",90878,Academy of Mathematics and Science South,"Academy of Mathematics and Science South, Inc.",43,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",No,Academy of Tucson Inc. (78897),"=""0400202""",214,Elementary,–,102,112,1,1,50,10,128,3,21,†,–,"=""040020203141""",78897,Academy of Tucson Elementary School,"Academy of Tucson, Inc.",58,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",No,Academy of Tucson Inc. (78897),"=""0400202""",214,Elementary,–,102,112,1,1,50,10,128,3,21,†,–,"=""040020203141""",78897,Academy of Tucson Elementary School,"Academy of Tucson, Inc.",57,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",No,Academy of Tucson Inc. (78897),"=""0400202""",158,High,–,60,98,2,1,33,10,96,6,10,†,–,"=""040020201959""",78897,Academy of Tucson High School,"Academy of Tucson, Inc.",47,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",No,Academy of Tucson Inc. (78897),"=""0400202""",158,High,–,60,98,2,1,33,10,96,6,10,†,–,"=""040020201959""",78897,Academy of Tucson High School,"Academy of Tucson, Inc.",38,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0402""",No,Academy of Tucson Inc. (78897),"=""0400202""",260,Middle,–,129,131,2,1,71,11,147,1,27,†,–,"=""040020202312""",78897,Academy of Tucson Middle School,"Academy of Tucson, Inc.",60,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0402""",No,Academy of Tucson Inc. (78897),"=""0400202""",260,Middle,–,129,131,2,1,71,11,147,1,27,†,–,"=""040020202312""",78897,Academy of Tucson Middle School,"Academy of Tucson, Inc.",36,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",No,Academy with Community Partners  Inc (79213),"=""0400276""",135,High,–,82,53,3,"=""0""",83,8,36,2,3,†,–,"=""040027601841""",79213,Academy with Community Partners,Academy with Community Partners  Inc,*,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",No,Academy with Community Partners  Inc (79213),"=""0400276""",135,High,–,82,53,3,"=""0""",83,8,36,2,3,†,–,"=""040027601841""",79213,Academy with Community Partners,Academy with Community Partners  Inc,*,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",No,Accelerated Learning Center Inc. (4297),"=""0400121""",179,High,–,98,81,3,1,32,4,135,1,3,†,–,"=""040012101581""",4297,Accelerated Learning Center,"Accelerated Learning Center, Inc.",20,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",No,Accelerated Learning Center Inc. (4297),"=""0400121""",179,High,–,98,81,3,1,32,4,135,1,3,†,–,"=""040012101581""",4297,Accelerated Learning Center,"Accelerated Learning Center, Inc.",*,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",No,Accelerated Elementary and Secondary Schools (6364),"=""0400129""",167,Other,–,94,73,"=""0""",4,101,3,55,4,"=""0""",†,–,"=""040012901790""",6364,Accelerated Learning Laboratory,Accelerated Elementary and Secondary Schools,61,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",No,Accelerated Elementary and Secondary Schools (6364),"=""0400129""",167,Other,–,94,73,"=""0""",4,101,3,55,4,"=""0""",†,–,"=""040012901790""",6364,Accelerated Learning Laboratory,Accelerated Elementary and Secondary Schools,54,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,Acclaim Charter School (4325),"=""0400122""",370,Elementary,358,–,–,–,–,–,–,–,–,–,†,–,"=""040012201585""",4325,ACCLAIM Academy,Acclaim Charter School,31,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,Acclaim Charter School (4325),"=""0400122""",370,Elementary,358,–,–,–,–,–,–,–,–,–,†,–,"=""040012201585""",4325,ACCLAIM Academy,Acclaim Charter School,12,Mathematics
Arizona,Yavapai County,"=""04025""",1-Yes,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,Acorn Montessori Charter School (79437),"=""0400320""",352,Middle,242,172,180,6,"=""0""",135,2,192,3,14,†,–,"=""040032002227""",79437,Acorn Montessori Charter School,Acorn Montessori Charter School,56,English Language Arts
Arizona,Yavapai County,"=""04025""",1-Yes,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,Acorn Montessori Charter School (79437),"=""0400320""",352,Middle,242,172,180,6,"=""0""",135,2,192,3,14,†,–,"=""040032002227""",79437,Acorn Montessori Charter School,Acorn Montessori Charter School,44,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,Mesa Unified District (4235),"=""0404970""",690,Elementary,585,351,339,102,"=""0""",382,79,94,12,21,19.26,35.83,"=""040497000378""",4235,Adams Elementary School,Mesa Unified District,31,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,Mesa Unified District (4235),"=""0404970""",690,Elementary,585,351,339,102,"=""0""",382,79,94,12,21,19.26,35.83,"=""040497000378""",4235,Adams Elementary School,Mesa Unified District,33,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,Choice Academies Inc. (90138),"=""0400805""",609,Elementary,30,318,291,2,189,50,16,328,"=""0""",24,†,–,"=""040080503050""",90138,Adams Traditional Academy,"Choice Academies, Inc.",79,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,Choice Academies Inc. (90138),"=""0400805""",609,Elementary,30,318,291,2,189,50,16,328,"=""0""",24,†,–,"=""040080503050""",90138,Adams Traditional Academy,"Choice Academies, Inc.",83,Mathematics
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,Educational Impact Inc. (81123),"=""0400613""",157,Elementary,–,81,76,6,2,89,5,43,1,11,†,–,"=""040061302553""",81123,Adventure School,"Educational Impact, Inc.",45,English Language Arts
Arizona,Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,Educational Impact Inc. (81123),"=""0400613""",157,Elementary,–,81,76,6,2,89,5,43,1,11,†,–,"=""040061302553""",81123,Adventure School,"Educational Impact, Inc.",32,Mathematics
Arizona,Pima County,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,Tanque Verde Unified District (4408),"=""0408280""",508,Elementary,55,251,257,1,4,97,4,382,2,18,16.20,31.35,"=""040828001150""",4408,Agua Caliente School,Tanque Verde Unified District,63,English Language Arts
Arizona,Pima County,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,Tanque Verde Unified District (4408),"=""0408280""",508,Elementary,55,251,257,1,4,97,4,382,2,18,16.20,31.35,"=""040828001150""",4408,Agua Caliente School,Tanque Verde Unified District,54,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Agua Fria Union High School District (4289),"=""0400450""",1830,High,1043,919,911,15,35,1186,203,329,12,50,18.69,97.90,"=""040045000001""",4289,Agua Fria High School,Agua Fria Union High School District,26,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Agua Fria Union High School District (4289),"=""0400450""",1830,High,1043,919,911,15,35,1186,203,329,12,50,18.69,97.90,"=""040045000001""",4289,Agua Fria High School,Agua Fria Union High School District,36,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,Aguila Elementary District (4249),"=""0400480""",163,Elementary,156,79,84,"=""0""",5,147,1,8,"=""0""",2,20.38,8.00,"=""040048000002""",4249,Aguila Elementary School,Aguila Elementary District,38,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,Aguila Elementary District (4249),"=""0400480""",163,Elementary,156,79,84,"=""0""",5,147,1,8,"=""0""",2,20.38,8.00,"=""040048000002""",4249,Aguila Elementary School,Aguila Elementary District,44,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,Tempe School District (4258),"=""0408310""",538,Elementary,398,250,288,63,3,357,50,47,6,12,16.93,31.78,"=""040831000763""",4258,Aguilar School,Tempe School District,32,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,Tempe School District (4258),"=""0408310""",538,Elementary,398,250,288,63,3,357,50,47,6,12,16.93,31.78,"=""040831000763""",4258,Aguilar School,Tempe School District,33,Mathematics
ARIZONA,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes under Community Eligibility Option (CEO),Espiritu Schools (92902),"=""0400939""",54,High,51,24,30,1,"=""0""",49,"=""0""",4,"=""0""","=""0""",†,–,"=""040093903495""",92902,AIM Higher College Prep Academy,Espiritu Schools,23,English Language Arts
ARIZONA,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes under Community Eligibility Option (CEO),Espiritu Schools (92902),"=""0400939""",54,High,51,24,30,1,"=""0""",49,"=""0""",4,"=""0""","=""0""",†,–,"=""040093903495""",92902,AIM Higher College Prep Academy,Espiritu Schools,21,Mathematics
Arizona,Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Ajo Unified District (4409),"=""0400520""",317,Elementary,256,147,170,18,9,228,2,47,3,10,36.35,8.72,"=""040052000003""",4409,Ajo Elementary School,Ajo Unified District,24,English Language Arts
Arizona,Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Ajo Unified District (4409),"=""0400520""",317,Elementary,256,147,170,18,9,228,2,47,3,10,36.35,8.72,"=""040052000003""",4409,Ajo Elementary School,Ajo Unified District,23,Mathematics
Arizona,Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Ajo Unified District (4409),"=""0400520""",135,High,103,75,60,9,2,97,"=""0""",26,"=""0""",1,12.61,10.71,"=""040052003063""",4409,Ajo High School,Ajo Unified District,31,English Language Arts
Arizona,Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Ajo Unified District (4409),"=""0400520""",135,High,103,75,60,9,2,97,"=""0""",26,"=""0""",1,12.61,10.71,"=""040052003063""",4409,Ajo High School,Ajo Unified District,27,Mathematics
Arizona,Pinal County,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",No,Akimel O'Otham Pee Posh Charter School Inc. (78966),"=""0400404""",12,Elementary,–,7,5,10,"=""0""",2,"=""0""","=""0""","=""0""","=""0""",†,–,"=""040040401993""",78966,Akimel O'Otham Pee Posh (3-5),"Akimel O'Otham Pee Posh Charter School, Inc.",20,English Language Arts
Arizona,Pinal County,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",No,Akimel O'Otham Pee Posh Charter School Inc. (78966),"=""0400404""",12,Elementary,–,7,5,10,"=""0""",2,"=""0""","=""0""","=""0""","=""0""",†,–,"=""040040401993""",78966,Akimel O'Otham Pee Posh (3-5),"Akimel O'Otham Pee Posh Charter School, Inc.",33,Mathematics
Arizona,Navajo County,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),Whiteriver Unified District (4394),"=""0409160""",565,High,468,312,253,555,"=""0""",5,"=""0""","=""0""",1,4,22.97,24.60,"=""040916000005""",4394,Alchesay High School,Whiteriver Unified District,6,English Language Arts
Arizona,Navajo County,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),Whiteriver Unified District (4394),"=""0409160""",565,High,468,312,253,555,"=""0""",5,"=""0""","=""0""",1,4,22.97,24.60,"=""040916000005""",4394,Alchesay High School,Whiteriver Unified District,4,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,Phoenix Union High School District (4286),"=""0406330""",2648,High,2276,1408,1240,52,119,2081,253,111,4,28,18.54,142.80,"=""040633000538""",4286,Alhambra High School,Phoenix Union High School District,20,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,Phoenix Union High School District (4286),"=""0406330""",2648,High,2276,1408,1240,52,119,2081,253,111,4,28,18.54,142.80,"=""040633000538""",4286,Alhambra High School,Phoenix Union High School District,21,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0407""",Yes participating without using any Provision or the CEO,Alhambra Elementary District (4280),"=""0400600""",772,Elementary,493,353,419,6,15,585,59,85,2,20,24.13,32.00,"=""040060001283""",4280,Alhambra Traditional School,Alhambra Elementary District,82,English Language Arts
Arizona,Maricopa County,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0407""",Yes participating without using any Provision or the CEO,Alhambra Elementary District (4280),"=""0400600""",772,Elementary,493,353,419,6,15,585,59,85,2,20,24.13,32.00,"=""040060001283""",4280,Alhambra Traditional School,Alhambra Elementary District,90,Mathematics
Arizona,Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Yuma Elementary District (4499),"=""0409600""",346,Elementary,248,183,163,"=""0""",1,276,3,64,"=""0""",2,20.84,16.60,"=""040960000981""",4499,Alice Byrne Elementary School,Yuma Elementary District,51,English Language Arts
Arizona,Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,Yuma Elementary District (4499),"=""0409600""",346,Elementary,248,183,163,"=""0""",1,276,3,64,"=""0""",2,20.84,16.60,"=""040960000981""",4499,Alice Byrne Elementary School,Yuma Elementary District,65,Mathematics
Arizona,Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,Tucson Unified District (4403),"=""0408800""",712,Middle,433,371,341,4,15,391,44,212,2,44,16.18,44.01,"=""040880000817""",4403,Alice Vail Middle School,Tucson Unified District,31,English Language Arts
Arizona,Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,Tucson Unified District (4403),"=""0408800""",712,Middle,433,371,341,4,15,391,44,212,2,44,16.18,44.01,"=""040880000817""",4403,Alice Vail Middle School,Tucson Unified District,31,Mathematics
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,All Aboard Charter School (79969),"=""0400396""",134,Elementary,95,77,57,1,1,91,17,24,"=""0""","=""0""",†,–,"=""040039602306""",79969,All Aboard Charter School,All Aboard Charter School,64,English Language Arts
Arizona,Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,All Aboard Charter School (79969),"=""0400396""",134,Elementary,95,77,57,1,1,91,17,24,"=""0""","=""0""",†,–,"=""040039602306""",79969,All Aboard Charter School,All Aboard Charter School,43,Mathematics
Arizona,Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",No,Alpine Elementary District (4161),"=""0400630""",54,Elementary,–,25,29,3,"=""0""",9,"=""0""",42,"=""0""","=""0""",10.80,5.00,"=""040063000019""",4161,Alpine Elementary School,Alpine Elementary District,74,English Language Arts
Arizona,Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",No,Alpine Elementary District (4161),"=""0400630""",54,Elementary,–,25,29,3,"=""0""",9,"=""0""",42,"=""0""","=""0""",10.80,5.00,"=""040063000019""",4161,Alpine Elementary School,Alpine Elementary District,54,Mathematics
Arizona,Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Community Eligibility Option (CEO),Isaac Elementary District (4259),"=""0403960""",618,Elementary,568,323,295,4,"=""0""",574,32,6,"=""0""",2,19.78,31.25,"=""040396000314""",4259,Alta E Butler School,Isaac Elementary District,20,English Language Arts
